LOAN_ID,SAFE_DECISION,AMBITIOUS_DECISION
698526,True,True
698582,True,True
698588,True,True
698593,True,True
698611,True,True
698619,True,True
698624,True,True
698630,True,True
698646,True,True
698662,True,True
698686,True,True
698690,True,True
698700,True,True
698704,True,True
698723,True,True
698730,True,True
698827,True,True
698834,True,True
698844,True,True
698850,True,True
698855,True,True
698866,True,True
698868,True,True
698872,True,True
698873,True,True
698874,True,True
698876,True,True
698883,True,True
698889,False,False
698897,True,True
698903,True,True
698905,False,True
698922,True,True
698924,True,True
698930,True,True
698934,True,True
698935,False,True
698952,False,False
698957,True,True
698961,True,True
698973,True,True
698976,True,True
698995,False,False
699022,True,True
699033,True,True
699038,True,True
699050,True,True
699051,True,True
699052,True,True
699068,True,True
699070,True,True
699076,True,True
699077,True,True
699081,True,True
699092,True,True
699093,True,True
699098,True,True
699112,True,True
699132,True,True
699134,False,False
699139,True,True
699144,True,True
699145,True,True
699153,False,True
699155,True,True
699160,True,True
699166,True,True
699173,True,True
699174,False,False
699179,True,True
699190,True,True
699202,True,True
699225,True,True
699234,True,True
699235,True,True
699249,True,True
699251,True,True
699258,True,True
699268,True,True
699271,True,True
699275,True,True
699285,False,True
699291,True,True
699306,False,True
699311,False,False
699331,False,False
699332,True,True
699333,True,True
699340,False,False
699349,True,True
699352,True,True
699361,True,True
699362,True,True
699365,True,True
699371,True,True
699375,True,True
699386,True,True
699387,True,True
699391,True,True
699401,True,True
699405,False,True
699411,False,True
699412,False,False
699414,True,True
699415,True,True
699425,True,True
699426,True,True
699454,True,True
699455,False,False
699479,True,True
699499,True,True
699522,False,True
699523,True,True
699526,True,True
699535,False,True
699538,True,True
699539,True,True
699552,True,True
699555,True,True
699556,False,False
699561,True,True
699568,True,True
699570,False,False
699575,False,False
699578,False,True
699582,True,True
699585,True,True
699590,True,True
699604,True,True
699617,True,True
699621,True,True
699623,True,True
699626,True,True
699628,True,True
699631,True,True
699637,True,True
699640,False,True
699650,True,True
699654,False,False
699655,False,True
699658,False,True
699665,True,True
699669,True,True
699676,True,True
699679,True,True
699698,True,True
699700,True,True
699709,True,True
699718,True,True
699720,True,True
699724,True,True
699726,False,True
699727,True,True
699730,False,False
699738,False,True
699739,False,True
699743,True,True
699746,True,True
699747,True,True
699748,True,True
699749,True,True
699750,True,True
699751,True,True
699752,True,True
699754,True,True
699756,True,True
699760,True,True
699763,True,True
699767,False,False
699769,True,True
699770,True,True
699771,True,True
699777,True,True
699781,True,True
699782,True,True
699788,True,True
699790,True,True
699797,True,True
699798,True,True
699800,True,True
699801,False,True
699803,True,True
699812,True,True
699814,True,True
699819,False,False
699821,True,True
699825,False,False
699832,True,True
699833,True,True
699834,True,True
699838,False,False
699840,True,True
699847,False,True
699848,True,True
699850,False,False
699859,True,True
699861,True,True
699865,True,True
699869,True,True
699870,True,True
699876,False,False
699881,True,True
699885,True,True
699886,True,True
699890,True,True
699892,True,True
699897,False,False
699900,True,True
699904,True,True
699905,False,False
699907,True,True
699909,True,True
699914,True,True
699916,True,True
699918,True,True
699920,True,True
699926,True,True
699927,False,False
699932,False,False
699935,True,True
699939,True,True
699942,True,True
699943,True,True
699944,True,True
699948,True,True
699953,True,True
699962,True,True
699964,True,True
699965,True,True
699973,True,True
699974,True,True
699977,True,True
699980,True,True
699995,True,True
699999,True,True
700000,True,True
700001,True,True
700002,True,True
700003,False,True
700006,True,True
700013,True,True
700014,True,True
700015,True,True
700017,True,True
700018,True,True
700019,True,True
700020,False,False
700035,True,True
700038,True,True
700044,False,False
700048,False,False
700050,True,True
700051,True,True
700055,True,True
700058,True,True
700060,True,True
700063,True,True
700064,False,False
700071,True,True
700072,True,True
700088,True,True
700094,False,True
700102,True,True
700111,True,True
700112,True,True
700115,True,True
700122,False,False
700130,True,True
700134,True,True
700142,True,True
700145,True,True
700149,True,True
700153,True,True
700158,False,False
700160,True,True
700169,True,True
700175,True,True
700179,True,True
700181,True,True
700185,True,True
700186,True,True
700187,True,True
700191,False,True
700199,True,True
700202,True,True
700203,True,True
700205,True,True
700206,True,True
700207,False,True
700211,True,True
700222,True,True
700224,True,True
700226,False,True
700230,True,True
700231,False,True
700232,False,False
700235,True,True
700243,True,True
700252,False,False
700262,True,True
700263,True,True
700272,True,True
700277,False,False
700281,True,True
700292,True,True
700295,True,True
700300,True,True
700305,True,True
700311,False,False
700317,True,True
700330,True,True
700337,False,False
700341,True,True
700344,True,True
700352,True,True
700360,True,True
700365,True,True
700367,True,True
700370,True,True
700373,True,True
700381,True,True
700386,False,False
700397,False,False
700402,True,True
700405,False,True
700414,True,True
700418,True,True
700423,True,True
700424,True,True
700429,True,True
700430,True,True
700433,True,True
700434,True,True
700440,True,True
700448,False,False
700454,True,True
700458,False,False
700461,True,True
700463,True,True
700464,False,True
700465,True,True
700470,False,False
700474,True,True
700485,True,True
700489,True,True
700498,True,True
700503,True,True
700518,True,True
700521,True,True
700543,True,True
700544,False,False
700546,False,False
700549,True,True
700554,True,True
700558,True,True
700561,True,True
700571,False,False
700574,True,True
700579,True,True
700586,False,False
700594,True,True
700602,True,True
700619,True,True
700622,True,True
700623,True,True
700652,True,True
700666,False,True
700669,True,True
700671,True,True
700675,False,False
700682,False,True
700690,True,True
700691,True,True
700694,True,True
700695,True,True
700696,True,True
700698,True,True
700703,True,True
700704,True,True
700707,True,True
700708,False,True
700722,False,True
700733,True,True
700750,True,True
700771,False,False
700773,True,True
700778,True,True
700779,True,True
700783,True,True
700804,False,True
700810,True,True
700825,True,True
700847,True,True
700853,True,True
700859,True,True
700866,True,True
700867,False,True
700868,True,True
700871,True,True
700872,True,True
700881,True,True
700887,True,True
700892,True,True
700898,True,True
700905,False,False
700907,True,True
700914,True,True
700917,True,True
700924,True,True
700927,False,False
700945,False,True
700961,True,True
700965,True,True
700966,True,True
700974,True,True
700980,False,False
700986,True,True
700988,True,True
700999,True,True
701003,True,True
701016,True,True
701018,True,True
701019,True,True
701033,True,True
701035,True,True
701050,True,True
701057,True,True
701058,True,True
701063,True,True
701065,False,False
701069,True,True
701070,True,True
701072,True,True
701073,True,True
701104,True,True
701109,True,True
703389,True,True
703392,True,True
703396,True,True
703400,True,True
703402,True,True
703405,True,True
703407,True,True
703415,True,True
703419,True,True
703423,True,True
703426,True,True
703430,False,False
703435,True,True
703442,True,True
703451,True,True
703452,True,True
703455,True,True
703460,True,True
703468,True,True
703478,True,True
703489,True,True
703495,True,True
703499,True,True
703500,True,True
703512,True,True
703517,True,True
703526,True,True
703528,True,True
703529,True,True
703541,True,True
703554,False,True
703563,True,True
703569,True,True
703589,True,True
703595,True,True
703597,True,True
703607,True,True
703613,True,True
703615,True,True
703621,True,True
703647,True,True
703648,True,True
703667,True,True
703678,False,True
703680,False,False
703683,False,False
703689,True,True
703692,True,True
703702,True,True
703711,True,True
703723,True,True
703727,True,True
703728,True,True
703733,True,True
703734,True,True
703737,True,True
703738,True,True
703740,False,True
703760,True,True
703775,True,True
703782,True,True
703783,True,True
703788,True,True
703790,True,True
703794,True,True
703798,True,True
703799,False,False
703800,True,True
703803,True,True
703804,False,True
703805,True,True
703815,True,True
703822,True,True
703839,True,True
703848,True,True
703857,True,True
703861,True,True
703864,True,True
703867,True,True
703870,True,True
703879,True,True
703884,True,True
703887,True,True
703890,True,True
703896,True,True
703906,True,True
703908,True,True
703909,False,False
703911,False,False
703912,True,True
703915,True,True
703930,True,True
703960,False,False
703965,True,True
703972,False,True
704006,True,True
704063,True,True
704075,True,True
704076,True,True
704077,True,True
704085,True,True
704094,False,True
704104,True,True
704117,False,False
704119,True,True
704127,True,True
704134,True,True
704137,False,True
704144,False,False
704148,True,True
704159,False,False
704161,True,True
704165,True,True
704169,True,True
704171,True,True
704191,True,True
704192,True,True
704193,True,True
704200,True,True
704201,True,True
704204,True,True
704206,True,True
704209,True,True
704215,True,True
704223,False,True
704227,True,True
704239,True,True
704241,True,True
704242,False,False
704247,True,True
704253,True,True
704255,True,True
704256,True,True
704259,True,True
704278,True,True
704280,True,True
704281,True,True
704300,False,True
704308,True,True
704311,True,True
704324,False,False
704337,True,True
704345,True,True
704348,True,True
704367,True,True
704381,True,True
704386,True,True
704392,False,False
704404,True,True
704410,True,True
704416,True,True
704429,True,True
704431,True,True
704450,True,True
704451,True,True
704459,True,True
704475,False,False
704481,True,True
704487,True,True
704489,True,True
704504,True,True
704524,True,True
704525,True,True
704526,True,True
704527,True,True
704531,True,True
704532,True,True
704541,True,True
704543,True,True
704555,True,True
704561,True,True
704567,True,True
704570,True,True
704576,True,True
704588,True,True
704598,True,True
704600,True,True
704602,True,True
704610,True,True
704617,True,True
704628,True,True
704631,False,False
704634,True,True
704638,False,False
704642,True,True
704643,False,True
704646,True,True
704650,True,True
704654,True,True
704657,True,True
704674,True,True
704677,False,False
704686,True,True
704687,False,False
704695,True,True
704705,True,True
704707,True,True
704719,False,False
704727,True,True
704733,True,True
704734,True,True
704735,True,True
704741,True,True
704747,True,True
704780,True,True
704781,True,True
704782,True,True
704789,True,True
704792,True,True
704794,True,True
704804,True,True
704810,True,True
704814,True,True
704817,True,True
704821,True,True
704824,True,True
704825,True,True
704832,True,True
704836,True,True
704843,True,True
704856,True,True
704864,True,True
704867,False,False
704874,False,False
704875,True,True
704880,True,True
704887,True,True
704889,True,True
704900,False,False
704902,True,True
704904,True,True
704909,False,False
704913,False,False
704914,True,True
704926,True,True
704927,True,True
704937,True,True
704942,True,True
704947,True,True
704948,True,True
704955,True,True
704961,True,True
704962,True,True
704970,True,True
704983,True,True
704984,False,False
705008,False,False
705017,False,True
705029,True,True
705037,True,True
705041,True,True
705058,True,True
705064,True,True
705067,False,True
705069,True,True
705073,True,True
705079,True,True
705081,True,True
705082,False,False
705089,False,True
705113,True,True
705120,True,True
705125,True,True
705137,True,True
705142,True,True
705143,True,True
705148,True,True
705163,True,True
705170,True,True
705177,False,False
705184,True,True
705186,True,True
705197,True,True
705200,False,False
705203,True,True
705204,True,True
705205,True,True
705216,True,True
705221,True,True
705230,True,True
705239,True,True
705241,True,True
705242,True,True
705245,True,True
705247,True,True
705249,True,True
705253,True,True
705254,True,True
705255,False,False
705256,True,True
705260,False,True
705268,True,True
705274,False,False
705278,False,True
705279,True,True
705282,True,True
705284,True,True
705286,True,True
705288,False,False
705291,True,True
705294,True,True
705300,True,True
705301,True,True
705307,False,False
705317,True,True
705334,True,True
705339,True,True
705344,True,True
705345,True,True
705346,False,True
705354,True,True
705363,False,True
705366,True,True
705375,True,True
705389,True,True
705390,True,True
705391,True,True
705392,False,True
705420,True,True
705429,True,True
705432,True,True
705442,True,True
705446,True,True
705451,True,True
705459,True,True
705460,True,True
705464,False,True
705471,False,False
705472,True,True
705477,True,True
705479,False,True
705488,True,True
705504,True,True
705505,True,True
705509,True,True
705514,True,True
705515,True,True
705518,True,True
705523,True,True
705529,True,True
705534,True,True
705536,True,True
705546,True,True
705547,False,False
705549,True,True
705557,True,True
705561,True,True
705565,True,True
705572,True,True
705573,True,True
705580,True,True
705589,True,True
705590,False,False
705593,False,False
705600,True,True
705602,True,True
705604,True,True
705605,True,True
705606,True,True
705609,True,True
705613,True,True
705614,False,False
705615,True,True
705624,True,True
705625,True,True
705626,True,True
705630,True,True
705632,True,True
705635,True,True
705643,True,True
705645,True,True
705650,False,False
705651,True,True
705653,True,True
705660,True,True
705669,True,True
705672,True,True
705677,True,True
705681,True,True
705683,True,True
705684,True,True
705689,True,True
705691,False,True
705693,True,True
705697,True,True
705698,False,False
705701,False,True
705702,True,True
705706,True,True
705707,True,True
705717,True,True
705720,False,False
705735,True,True
705738,True,True
705739,True,True
705740,False,True
705752,True,True
705754,True,True
705758,True,True
705760,True,True
705764,True,True
705767,True,True
705768,False,False
705771,True,True
705774,True,True
705780,True,True
705781,True,True
705782,True,True
705786,False,True
705791,False,True
705797,True,True
705798,True,True
705806,False,False
705809,True,True
705818,False,False
705824,True,True
705845,True,True
705851,False,False
705854,True,True
705857,True,True
705860,True,True
705864,True,True
705874,True,True
705902,True,True
705910,False,False
705913,True,True
705916,True,True
705919,False,True
705923,False,True
705949,True,True
705954,True,True
705968,True,True
705969,True,True
705983,True,True
706000,False,False
706004,True,True
706005,True,True
706007,True,True
706009,True,True
706012,False,False
706018,True,True
706019,True,True
706023,True,True
706038,False,False
706045,True,True
706057,False,False
706061,True,True
706065,True,True
706067,True,True
706072,True,True
706081,True,True
706088,True,True
706097,True,True
706101,True,True
706102,True,True
706114,True,True
706121,True,True
706122,True,True
706123,True,True
706138,False,False
706145,True,True
706147,True,True
706150,True,True
706159,True,True
706178,False,False
706181,True,True
706187,True,True
706192,True,True
706194,True,True
706196,True,True
706199,True,True
706223,False,True
706226,True,True
706238,True,True
706241,False,False
706252,False,True
706266,True,True
706271,True,True
706278,True,True
706283,True,True
706290,False,True
706292,True,True
706304,True,True
706313,True,True
706319,True,True
706321,True,True
706326,True,True
706329,True,True
706332,True,True
706337,True,True
706341,True,True
706349,True,True
706361,True,True
706366,True,True
706372,True,True
706380,False,True
706381,True,True
706400,True,True
706404,True,True
706414,True,True
706418,True,True
706431,False,False
706438,True,True
706440,True,True
706443,True,True
706455,True,True
706460,True,True
706463,True,True
706465,True,True
706470,False,True
706471,True,True
706474,False,False
706475,True,True
706488,True,True
706490,True,True
706493,True,True
706494,True,True
706506,False,False
706511,False,True
706512,True,True
706514,False,False
706517,True,True
706525,True,True
706538,True,True
706541,True,True
706544,True,True
706552,True,True
706566,True,True
706569,True,True
706593,True,True
706597,False,False
706602,True,True
706605,True,True
706613,True,True
706619,True,True
706637,True,True
706643,True,True
706652,False,True
706654,True,True
706659,True,True
706661,False,True
706665,True,True
706668,False,False
706670,True,True
706671,False,True
706675,True,True
706680,True,True
706681,True,True
706684,True,True
706685,True,True
706689,True,True
706700,False,False
706707,True,True
706708,True,True
706709,True,True
706749,True,True
706753,False,False
706754,True,True
706759,True,True
706760,True,True
706771,True,True
706772,True,True
706774,True,True
706788,True,True
706796,False,False
706802,False,True
706805,False,False
706813,False,False
706832,True,True
706838,True,True
706841,True,True
706848,True,True
706862,True,True
706866,True,True
706871,False,True
706887,False,False
706895,True,True
706897,True,True
706899,True,True
706901,True,True
706903,True,True
706905,False,False
706906,True,True
706910,True,True
706912,True,True
706914,True,True
706915,True,True
706923,True,True
706925,True,True
706926,True,True
706927,False,False
706948,True,True
706967,False,True
706972,True,True
706979,True,True
706986,True,True
707006,True,True
707015,True,True
707030,True,True
707034,True,True
707040,True,True
707041,False,True
707047,True,True
707063,True,True
707072,True,True
707075,True,True
707089,True,True
707093,False,False
707096,True,True
707114,False,False
707130,True,True
707140,True,True
707142,True,True
707143,True,True
707146,False,True
707149,True,True
707161,True,True
707173,True,True
707174,True,True
707179,True,True
707198,True,True
707207,False,False
707218,True,True
707220,False,False
707229,True,True
707230,False,True
707233,False,True
707234,True,True
707235,True,True
707243,True,True
707250,True,True
707254,True,True
707256,False,True
707257,True,True
707259,True,True
707271,False,False
707272,False,False
707277,True,True
707280,False,True
707281,True,True
707303,True,True
707308,True,True
707315,True,True
707316,False,False
707324,True,True
707325,True,True
707339,True,True
707341,True,True
707350,True,True
707360,True,True
707361,False,False
707370,True,True
707374,True,True
707375,True,True
707386,False,False
707387,True,True
707399,True,True
707402,False,False
707406,True,True
707411,True,True
707462,True,True
707467,True,True
707470,True,True
707472,False,False
707488,False,False
707494,True,True
707497,True,True
707504,True,True
707522,True,True
707537,True,True
707543,True,True
707546,True,True
707553,False,False
707554,False,False
707556,True,True
707563,True,True
707577,False,True
707580,True,True
707585,False,False
707594,True,True
707599,True,True
707622,True,True
707630,False,False
707632,True,True
707633,False,False
707640,True,True
707658,True,True
707659,True,True
707660,True,True
707661,False,False
707662,True,True
707663,True,True
707664,True,True
707665,True,True
707673,True,True
707675,False,False
707686,False,False
707691,True,True
707695,False,True
707701,True,True
707706,True,True
707707,True,True
707752,True,True
707763,True,True
707772,True,True
707785,False,False
707791,False,False
707808,True,True
707810,True,True
707812,True,True
707816,True,True
707827,True,True
707833,True,True
707848,True,True
707856,True,True
707858,False,False
707860,True,True
707863,True,True
707865,True,True
707866,True,True
707872,True,True
707876,False,True
707900,True,True
707910,True,True
707912,True,True
707913,True,True
707915,False,True
707924,False,True
707961,True,True
707965,True,True
707967,True,True
707978,True,True
707986,True,True
707990,True,True
708003,True,True
708011,True,True
708027,True,True
708032,False,True
708035,True,True
708047,True,True
708056,True,True
708059,True,True
708075,True,True
708084,True,True
708087,True,True
708090,True,True
708097,True,True
708105,True,True
708107,True,True
708111,True,True
708117,True,True
708124,True,True
708125,True,True
708135,True,True
708136,True,True
708139,True,True
708141,True,True
708148,True,True
708153,True,True
708163,True,True
708176,True,True
708180,True,True
708181,True,True
708189,True,True
708190,True,True
708206,True,True
708208,True,True
708215,True,True
708219,True,True
708227,True,True
708228,True,True
708234,False,True
708246,True,True
708260,True,True
708268,True,True
708269,True,True
708276,True,True
708281,True,True
708284,True,True
708291,True,True
708298,False,False
708303,True,True
708306,True,True
